transaction_id,customer_id,txn_timestamp,customer_age,account_age_days,customer_segment,transaction_amount,transaction_hour,merchant_category,country_code,distance_from_home_km,device_change_flag,device_type,payment_channel,ip_risk_score,failed_login_attempts_24h,transaction_velocity_1h,avg_txn_amount_30d,amount_vs_avg_ratio,card_present_flag,cross_border_flag,merchant_risk_score,chargeback_history_count,balance_before_txn,salary_day_flag,is_fraud
T202600922,C100001,27-01-2026 01:28,64,403,student,444.49,1,travel,AE,2734.9,1,pos,contactless,0.717,0,1,169.27,2.63,1,1,0.504,1,11932.07,0,1
T202600923,C100220,15-01-2026 03:07,25,909,retail,15.23,3,electronics,IN,25.1,0,pos,contactless,0.292,0,0,21.89,0.7,0,0,0.306,0,6008.15,0,0
T202600924,C100067,19-01-2026 07:09,40,423,affluent,49.47,7,grocery,MX,2193.2,0,pos,contactless,0.09,0,1,34.97,1.41,0,1,0.376,0,3506.83,0,0
T202600925,C100090,09-02-2026 03:23,44,607,senior,242.76,3,healthcare,IN,19.5,0,pos,mobile_app,0.248,0,1,105.61,2.3,1,0,0.164,0,3134.18,0,0
T202600926,C100069,09-01-2026 08:07,46,689,retail,609.01,8,fashion,IN,11.4,0,atm,card_swipe,0.257,0,2,257.57,2.36,1,0,0.275,0,2546.08,0,0
T202600927,C100053,04-01-2026 14:27,46,751,small_business,267.05,14,digital_services,SG,15.6,0,mobile,web_portal,0.33,0,1,137.28,1.95,0,0,0.282,0,759.89,0,0
T202600928,C100051,19-02-2026 01:14,29,707,senior,204.2,1,fashion,BR,7840,0,web,card_swipe,0.114,0,2,144.41,1.41,1,1,0.01,0,1598.77,0,0
T202600929,C100057,09-03-2026 09:09,27,873,retail,74.97,9,luxury,CA,8235.6,0,pos,atm,0.23,1,0,72.45,1.03,1,1,0.279,0,2620.77,0,0
T202600930,C100048,31-03-2026 07:27,58,2753,small_business,169.84,7,fashion,DE,1.6,0,web,atm,0.02,1,1,95.09,1.79,1,0,0.01,0,13389.85,0,0
T202600931,C100029,28-01-2026 01:03,44,1030,retail,68.54,1,luxury,DE,2.8,0,pos,atm,0.027,0,0,61.94,1.11,1,0,0.754,0,2917.81,1,0
T202600932,C100255,10-02-2026 12:44,26,1080,retail,109.72,12,fashion,NG,12.5,0,pos,mobile_app,0.126,0,2,86.88,1.26,1,0,0.466,1,3697.4,0,0
T202600933,C100302,07-02-2026 19:10,18,659,retail,45.81,19,fashion,IN,8.1,1,web,atm,0.694,0,1,161.89,0.28,1,0,0.428,1,1650.49,0,0
T202600934,C100108,14-03-2026 23:11,46,1605,affluent,21.34,23,restaurant,CA,21.1,0,mobile,web_portal,0.43,0,0,39.09,0.55,0,0,0.516,0,5214.75,0,0
T202600935,C100040,08-01-2026 11:02,27,536,retail,119.14,11,healthcare,SG,1.7,0,mobile,web_portal,0.372,1,0,62.39,1.91,1,0,0.194,1,5996.18,0,0
T202600936,C100248,30-03-2026 17:26,65,2017,retail,162.74,17,healthcare,IN,1271.8,0,mobile,mobile_app,0.22,0,1,85.21,1.91,1,1,0.256,1,4725.13,0,0
T202600937,C100190,26-03-2026 16:20,59,920,affluent,233.56,16,gaming,DE,18.8,0,web,card_swipe,0.197,0,3,299.66,0.78,1,0,0.317,1,1943.81,1,0
T202600938,C100096,02-03-2026 13:23,32,941,small_business,1382.36,13,gaming,SG,2439.9,0,pos,contactless,0.428,0,0,284.39,4.86,1,1,0.478,0,6348.96,0,0
T202600939,C100102,15-03-2026 16:38,66,1200,retail,25.04,16,utilities,IN,2600.3,0,mobile,mobile_app,0.216,1,1,24.73,1.01,1,1,0.327,1,2919.04,0,0
T202600940,C100118,28-01-2026 14:19,32,516,retail,14.34,14,grocery,IN,9.4,0,mobile,mobile_app,0.069,1,1,17.15,0.84,1,0,0.331,0,2572.66,1,0
T202600941,C100110,19-01-2026 23:11,34,1217,retail,448.99,23,gaming,US,9.5,0,mobile,card_swipe,0.175,0,1,369.16,1.22,1,0,0.417,0,6052.18,0,1
T202600942,C100199,21-02-2026 04:03,75,895,senior,117.29,4,utilities,IN,14.8,0,pos,card_swipe,0.046,0,1,40.61,2.89,1,0,0.217,1,7290.75,0,0
T202600943,C100023,13-02-2026 01:58,73,845,senior,73.73,1,atm_withdrawal,IN,25.8,0,pos,web_portal,0.487,0,1,66.84,1.1,1,0,0.042,1,1447.93,0,0
T202600944,C100292,12-03-2026 15:51,75,415,retail,48.19,15,gaming,SG,7.7,0,mobile,mobile_app,0.332,0,2,40.29,1.2,1,0,0.41,0,1304.02,0,0
T202600945,C100305,05-01-2026 19:54,26,1816,student,46.75,19,restaurant,IN,17.7,0,atm,card_swipe,0.17,0,1,46.12,1.01,0,0,0.347,0,6336.7,0,0
T202600946,C100224,08-02-2026 14:09,61,378,retail,24.63,14,grocery,IN,21.3,0,mobile,web_portal,0.267,0,2,65.58,0.38,1,0,0.59,0,9531.44,0,0
T202600947,C100094,12-01-2026 22:29,71,945,retail,62.42,22,utilities,US,3.4,0,mobile,contactless,0.647,0,0,55.01,1.13,1,0,0.403,0,3846.7,0,0
T202600948,C100058,14-03-2026 02:12,62,829,senior,115.88,2,gaming,US,12.9,0,mobile,mobile_app,0.438,1,2,66.75,1.74,0,0,0.559,1,2077.12,0,0
T202600949,C100062,08-03-2026 20:16,39,526,retail,96.88,20,travel,SG,4919.5,0,pos,contactless,0.554,1,2,27.38,3.54,0,1,0.866,0,3090.96,0,0
T202600950,C100177,19-03-2026 04:54,27,1528,small_business,258.35,4,fuel,SG,5234.2,0,mobile,contactless,0.12,0,3,67.86,3.81,1,1,0.275,1,8517.54,0,0
T202600951,C100068,16-01-2026 11:45,22,922,senior,480.16,11,restaurant,IN,15.2,0,pos,contactless,0.683,0,0,421.18,1.14,1,0,0.192,0,1263.43,0,0
T202600952,C100045,30-03-2026 08:00,76,269,retail,39.41,8,atm_withdrawal,US,2.7,0,pos,mobile_app,0.021,0,1,44.37,0.89,0,0,0.551,0,15640.68,0,0
T202600953,C100066,09-02-2026 15:57,72,1263,retail,65.88,15,utilities,DE,4856.1,1,atm,contactless,0.494,1,4,31.85,2.07,1,1,0.229,1,15553.59,0,0
T202600954,C100037,13-02-2026 14:47,67,497,retail,194.48,14,atm_withdrawal,IN,145.8,1,mobile,contactless,0.408,2,2,175.27,1.11,0,0,0.399,1,4219.92,0,0
T202600955,C100050,05-03-2026 19:17,63,1776,retail,125.87,19,gaming,US,21.9,0,web,contactless,0.293,0,4,143.21,0.88,1,0,0.506,0,1008.44,0,0
T202600956,C100012,13-01-2026 17:07,62,902,affluent,466.83,17,healthcare,MX,5518.6,0,pos,card_swipe,0.491,0,2,203.48,2.29,1,1,0.308,0,15847.52,0,0
T202600957,C100013,22-01-2026 09:16,63,1368,retail,173.83,9,grocery,IN,3328.3,1,mobile,web_portal,0.84,2,3,54.39,3.2,1,1,0.278,0,3158.77,0,0
T202600958,C100286,13-01-2026 22:08,27,311,retail,39.68,22,electronics,US,0.6,0,pos,mobile_app,0.141,0,5,17.92,2.21,0,0,0.327,0,8405.28,0,0
T202600959,C100138,31-03-2026 08:04,38,487,retail,75.1,8,gaming,SG,13.4,0,mobile,contactless,0.345,0,3,68.03,1.1,1,0,0.409,0,1904.72,0,0
T202600960,C100002,02-01-2026 10:52,57,538,student,114.98,10,electronics,US,7.2,0,mobile,web_portal,0.272,1,3,155.64,0.74,1,0,0.202,0,2756.17,0,0
T202600961,C100015,03-02-2026 20:11,65,392,retail,85.5,20,luxury,MX,5.8,0,atm,web_portal,0.039,0,2,55.68,1.54,0,0,0.252,0,567.31,0,0
T202600962,C100072,01-01-2026 13:04,45,710,retail,110.88,13,grocery,US,38.5,0,pos,card_swipe,0.439,0,2,28.17,3.94,1,0,0.239,0,5176.4,1,0
T202600963,C100250,12-01-2026 04:32,28,1094,retail,165.13,4,healthcare,SG,34.8,0,pos,card_swipe,0.496,0,1,132.55,1.25,1,0,0.521,0,8157.98,0,0
T202600964,C100258,24-03-2026 03:42,28,283,retail,46.86,3,utilities,US,4.5,0,atm,contactless,0.377,1,1,50.29,0.93,1,0,0.569,1,2117.67,0,0
T202600965,C100068,05-03-2026 12:23,22,922,senior,430.58,12,fuel,IN,0,0,atm,mobile_app,0.462,1,3,421.18,1.02,1,0,0.281,0,1696.5,0,0
T202600966,C100232,06-03-2026 22:49,19,444,retail,39.79,22,fashion,CA,3666.2,0,pos,contactless,0.51,1,1,16.31,2.44,0,1,0.448,0,1065.86,0,0
T202600967,C100012,15-03-2026 12:35,62,902,affluent,338.86,12,electronics,CA,7,0,web,mobile_app,0.512,0,1,203.48,1.67,1,0,0.566,0,17797.5,0,0
T202600968,C100258,03-02-2026 19:13,28,283,retail,40.09,19,healthcare,US,3.5,0,mobile,atm,0.267,0,0,50.29,0.8,1,0,0.532,1,2777.61,0,0
T202600969,C100298,18-01-2026 18:06,35,1306,affluent,107.94,18,grocery,GB,7.1,0,pos,mobile_app,0.434,0,3,104.79,1.03,1,0,0.404,0,1121.1,0,0
T202600970,C100125,31-03-2026 23:51,51,892,retail,168.5,23,electronics,DE,8636.2,0,mobile,mobile_app,0.035,1,0,119.93,1.4,1,1,0.281,0,4665.06,0,0
T202600971,C100226,19-03-2026 06:01,66,912,retail,80.81,6,fashion,DE,19.3,0,pos,mobile_app,0.225,1,0,79.17,1.02,0,0,0.017,1,9462.36,0,0
T202600972,C100086,08-03-2026 22:27,23,836,retail,153.41,22,luxury,MX,4.6,0,pos,atm,0.035,1,0,66.16,2.32,0,0,0.829,0,1554.66,0,0
T202600973,C100019,07-03-2026 11:32,45,1555,affluent,49.71,11,grocery,US,13.8,0,mobile,contactless,0.194,0,2,50.86,0.98,1,0,0.315,0,1164.78,0,0
T202600974,C100261,16-03-2026 18:24,28,299,retail,191.56,18,utilities,US,10.4,0,atm,atm,0.291,0,1,55.12,3.48,1,0,0.228,0,4291.5,0,0
T202600975,C100146,06-01-2026 04:32,20,729,retail,189.02,4,gaming,IN,6468.4,0,mobile,mobile_app,0.154,0,5,146.01,1.29,1,1,0.385,0,6684.23,0,0
T202600976,C100163,04-01-2026 07:20,42,1096,retail,66.33,7,gaming,DE,2.8,0,pos,atm,0.275,0,0,71.74,0.92,1,0,0.496,0,8646.73,0,0
T202600977,C100200,24-01-2026 10:53,39,1142,retail,45,10,fashion,DE,5,0,atm,contactless,0.245,0,4,27.99,1.61,1,0,0.251,0,3891.99,0,0
T202600978,C100115,04-01-2026 08:13,52,628,small_business,152.4,8,gaming,MX,6795.2,0,pos,card_swipe,0.069,0,1,39.05,3.9,1,1,0.504,0,1755.92,0,0
T202600979,C100267,23-01-2026 23:14,38,981,senior,199.44,23,fashion,DE,2584.2,0,atm,mobile_app,0.071,1,0,88.47,2.25,1,1,0.454,0,7938.26,0,0
T202600980,C100235,18-01-2026 17:41,61,1146,retail,200.45,17,atm_withdrawal,GB,16.1,0,web,mobile_app,0.619,1,0,81.66,2.45,1,0,0.371,0,3922.05,0,0
T202600981,C100116,15-02-2026 14:49,20,1493,retail,11.54,14,fuel,CA,18.2,1,pos,atm,0.405,0,5,15,0.77,1,0,0.29,1,4261.84,0,0
T202600982,C100210,30-01-2026 17:42,33,741,affluent,16.51,17,atm_withdrawal,DE,7557.6,1,pos,card_swipe,0.61,2,3,15,1.1,1,1,0.156,0,2218.04,0,1
T202600983,C100172,27-01-2026 15:05,64,1355,retail,277.98,15,restaurant,MX,4.5,0,atm,card_swipe,0.137,0,2,211.18,1.32,1,0,0.409,0,9769.23,1,0
T202600984,C100049,21-03-2026 11:26,64,661,affluent,185.69,11,travel,US,24.1,0,mobile,web_portal,0.059,0,3,49.99,3.71,0,0,0.67,0,2688.3,0,0
T202600985,C100144,03-01-2026 16:44,77,602,retail,598.94,16,gaming,US,15.8,0,mobile,contactless,0.573,0,1,235.73,2.54,1,0,0.403,1,4494.83,0,0
T202600986,C100303,06-01-2026 19:49,71,811,small_business,122.96,19,electronics,US,4.4,0,pos,card_swipe,0.106,0,0,52.3,2.35,1,0,0.441,0,3898.49,0,0
T202600987,C100007,24-03-2026 15:41,59,1009,affluent,107.75,15,gaming,US,28.6,1,web,mobile_app,0.524,3,5,112.79,0.96,0,0,0.717,1,9243.42,0,0
T202600988,C100308,29-01-2026 03:47,36,1455,student,42.23,3,restaurant,US,4.5,0,atm,atm,0.082,0,3,80.8,0.52,1,0,0.044,0,7330.13,0,0
T202600989,C100213,11-02-2026 07:59,44,922,retail,66.75,7,fuel,SG,45,1,mobile,card_swipe,0.186,0,3,121.93,0.55,1,0,0.503,1,1602.4,0,0
T202600990,C100025,23-01-2026 21:26,56,501,retail,214.82,21,fuel,IN,23.2,0,mobile,mobile_app,0.479,0,1,55.88,3.84,0,0,0.34,1,3917.01,0,0
T202600991,C100218,03-03-2026 11:45,44,1146,retail,40.79,11,restaurant,US,14.9,0,atm,web_portal,0.387,0,2,57.27,0.71,0,0,0.666,0,2967.71,0,0
T202600992,C100287,23-03-2026 18:03,52,667,retail,63.23,18,healthcare,BR,21,0,web,atm,0.045,0,1,71.57,0.88,1,0,0.386,1,5940.41,0,0
T202600993,C100179,11-02-2026 06:14,48,2316,retail,165.35,6,healthcare,US,9.6,0,atm,atm,0.191,0,0,224.76,0.74,1,0,0.728,1,4507.83,0,0
T202600994,C100113,14-03-2026 19:37,45,2238,student,362.87,19,restaurant,SG,8344,0,mobile,card_swipe,0.025,1,1,46.21,7.85,0,1,0.219,1,4310.45,0,0
T202600995,C100220,13-03-2026 13:24,25,909,retail,55.85,13,restaurant,CA,1088.3,1,pos,card_swipe,0.283,2,3,21.89,2.55,1,1,0.331,0,7203.91,0,1
T202600996,C100305,23-03-2026 10:29,26,1816,student,110.61,10,grocery,IN,22,1,mobile,atm,0.428,0,2,46.12,2.4,1,0,0.347,0,6694.94,0,0
T202600997,C100035,05-03-2026 10:59,21,845,senior,196.54,10,utilities,NG,39.5,0,pos,contactless,0.455,0,0,187.97,1.05,1,0,0.571,1,8043.07,0,0
T202600998,C100009,15-02-2026 08:31,23,881,affluent,37.2,8,grocery,GB,20,1,mobile,atm,0.426,1,4,36.75,1.01,0,0,0.146,0,18051.66,0,0
T202600999,C100160,10-01-2026 09:43,77,1368,retail,223.6,9,digital_services,IN,5.8,0,atm,contactless,0.185,1,2,245.85,0.91,1,0,0.933,0,2886.39,0,0
T202601000,C100201,14-03-2026 08:32,72,979,retail,51.08,8,healthcare,MX,23.7,0,mobile,atm,0.489,0,1,32.33,1.58,0,0,0.522,0,2800.1,0,0
